SaleID,CustomerID,StoreID,SaleDate,SalesChannel,PromotionID
68,184,3.0,2024-06-19 20:28:00,Store,
69,30,4.0,2025-09-21 15:17:00,Store,
70,82,,2025-01-07 17:51:00,Online,
71,242,1.0,2024-05-26 18:43:00,Store,
72,188,5.0,2024-08-29 21:41:00,Store,
73,249,3.0,2024-02-03 18:09:00,Store,
74,40,5.0,2025-01-15 16:48:00,Store,
75,143,1.0,2025-01-10 15:20:00,Store,
76,184,5.0,2024-01-27 20:11:00,Store,
77,151,,2024-04-30 13:49:00,Online,
78,252,2.0,2024-08-07 18:18:00,Store,
79,285,,2024-03-16 16:11:00,Online,
80,178,,2025-11-29 14:42:00,Online,7.0
81,90,,2024-11-03 11:45:00,Online,
82,103,,2025-06-04 12:07:00,Online,
83,14,5.0,2024-08-30 21:31:00,Store,
84,283,1.0,2025-01-12 16:51:00,Store,
85,237,,2024-03-08 13:25:00,Online,1.0
86,163,4.0,2025-08-11 10:08:00,Store,
87,177,5.0,2025-04-22 19:33:00,Store,
88,67,1.0,2025-10-17 18:11:00,Store,
89,173,3.0,2024-05-07 17:09:00,Store,
90,266,,2025-12-27 12:22:00,Online,
91,283,3.0,2024-09-13 12:40:00,Store,
92,258,5.0,2025-09-21 17:05:00,Store,
93,173,,2025-08-17 11:10:00,Online,
94,15,5.0,2025-07-31 09:52:00,Store,6.0
95,16,5.0,2025-08-08 15:39:00,Store,
96,248,4.0,2024-10-23 19:19:00,Store,
97,31,4.0,2024-10-31 16:04:00,Store,
98,175,3.0,2025-05-10 16:13:00,Store,
99,177,,2024-11-22 20:55:00,Online,3.0
100,164,1.0,2025-06-11 17:06:00,Store,
101,73,3.0,2024-09-30 16:15:00,Store,
102,128,,2025-01-28 18:26:00,Online,
103,169,2.0,2024-06-12 14:59:00,Store,
104,256,,2025-05-25 17:29:00,Online,
105,202,2.0,2025-05-24 09:05:00,Store,
106,25,4.0,2024-08-08 18:22:00,Store,
107,241,1.0,2025-09-03 19:43:00,Store,
108,156,,2024-04-20 15:08:00,Online,
109,206,5.0,2025-02-16 14:02:00,Store,
110,148,5.0,2024-07-18 14:35:00,Store,2.0
111,61,1.0,2025-09-30 19:39:00,Store,
112,174,3.0,2025-02-07 14:50:00,Store,
113,280,1.0,2024-05-27 12:38:00,Store,
114,249,4.0,2024-02-16 09:08:00,Store,
115,264,5.0,2025-06-15 16:09:00,Store,
116,154,5.0,2024-11-22 11:25:00,Store,
117,289,1.0,2025-06-29 16:45:00,Store,
118,57,,2025-01-12 14:43:00,Online,
119,14,3.0,2025-08-20 13:50:00,Store,
120,297,1.0,2025-11-02 21:49:00,Store,
121,269,5.0,2025-08-20 16:10:00,Store,
122,125,1.0,2025-01-24 11:52:00,Store,
123,161,4.0,2024-07-14 09:28:00,Store,
124,242,,2025-02-24 17:49:00,Online,
125,172,3.0,2024-03-04 20:08:00,Store,
126,161,,2025-05-04 17:24:00,Online,
127,280,3.0,2025-04-15 17:21:00,Store,
128,127,3.0,2025-09-16 16:12:00,Store,
129,148,,2024-08-18 13:49:00,Online,
130,163,5.0,2025-12-07 20:31:00,Store,
131,294,,2024-10-07 13:07:00,Online,
132,177,,2025-01-23 15:52:00,Online,
133,159,,2024-05-29 13:02:00,Online,
134,135,,2024-03-21 14:59:00,Online,
135,276,5.0,2024-08-07 12:52:00,Store,
136,56,5.0,2025-12-13 13:08:00,Store,8.0
137,120,4.0,2025-11-16 17:14:00,Store,
138,52,,2024-12-04 20:30:00,Online,
139,87,4.0,2024-05-20 09:35:00,Store,
140,148,1.0,2025-05-03 19:12:00,Store,
141,70,1.0,2024-04-01 19:36:00,Store,
142,91,,2024-06-28 15:56:00,Online,
143,181,3.0,2024-02-07 15:50:00,Store,
144,210,3.0,2024-02-08 09:19:00,Store,
145,279,2.0,2024-10-18 16:41:00,Store,
146,99,,2025-05-31 16:17:00,Online,
147,235,2.0,2024-12-04 11:46:00,Store,
148,291,2.0,2024-01-15 20:21:00,Store,
149,209,,2024-06-28 18:54:00,Online,
150,206,,2025-06-11 14:05:00,Online,
151,166,,2024-07-08 11:30:00,Online,2.0
152,137,,2024-08-29 16:48:00,Online,
153,294,3.0,2024-11-05 18:46:00,Store,
154,61,2.0,2025-12-10 12:03:00,Store,8.0
155,152,2.0,2025-12-07 10:40:00,Store,
156,79,5.0,2024-08-12 11:30:00,Store,
157,282,,2025-01-17 15:44:00,Online,
158,112,,2025-07-04 21:42:00,Online,
159,270,3.0,2025-09-02 21:05:00,Store,
160,17,,2024-03-20 18:07:00,Online,
161,77,5.0,2024-07-26 18:34:00,Store,2.0
162,262,1.0,2025-08-20 16:05:00,Store,
163,213,1.0,2025-04-09 11:32:00,Store,
164,158,,2025-07-26 16:43:00,Online,6.0
165,24,1.0,2024-08-11 18:04:00,Store,
166,36,,2025-07-08 09:59:00,Online,6.0
167,70,,2025-02-22 11:49:00,Online,
168,196,4.0,2025-10-23 15:23:00,Store,
169,277,3.0,2025-01-19 10:43:00,Store,
170,229,2.0,2024-05-01 11:34:00,Store,
171,115,5.0,2024-01-04 21:01:00,Store,
172,118,3.0,2025-03-10 17:24:00,Store,5.0
173,245,1.0,2024-04-25 09:51:00,Store,
174,52,4.0,2024-09-03 12:04:00,Store,
175,25,1.0,2025-09-04 19:45:00,Store,
176,277,1.0,2025-02-15 16:14:00,Store,
177,130,,2024-05-23 17:18:00,Online,
178,165,2.0,2025-08-12 14:36:00,Store,
179,212,1.0,2025-11-07 17:14:00,Store,
180,90,4.0,2025-07-24 18:56:00,Store,
181,233,5.0,2024-02-18 14:41:00,Store,
182,210,4.0,2024-11-22 20:26:00,Store,3.0
183,74,,2024-09-03 12:19:00,Online,
184,136,2.0,2024-02-29 17:26:00,Store,
185,105,1.0,2025-02-01 12:16:00,Store,
186,275,,2025-04-05 14:05:00,Online,
187,194,,2024-07-14 09:17:00,Online,
188,245,5.0,2024-03-15 12:51:00,Store,1.0
189,8,2.0,2024-12-06 13:58:00,Store,
190,276,,2024-04-30 20:48:00,Online,
191,105,2.0,2025-12-13 18:45:00,Store,
192,274,3.0,2024-10-16 15:29:00,Store,
193,255,4.0,2024-09-24 14:32:00,Store,
194,161,5.0,2024-11-23 12:23:00,Store,
195,229,2.0,2024-05-29 09:16:00,Store,
196,292,,2024-12-03 12:24:00,Online,
197,173,4.0,2025-05-26 17:41:00,Store,
198,236,3.0,2025-10-19 20:31:00,Store,
199,285,5.0,2024-06-22 11:46:00,Store,
200,18,,2025-10-19 09:33:00,Online,
201,245,2.0,2024-03-17 19:03:00,Store,
202,78,5.0,2024-08-24 10:45:00,Store,
203,248,,2025-04-11 14:03:00,Online,
204,210,1.0,2024-01-17 09:34:00,Store,
205,275,,2025-06-26 20:17:00,Online,
206,257,,2024-01-18 17:52:00,Online,
207,50,2.0,2024-07-02 10:58:00,Store,2.0
208,204,4.0,2024-12-28 13:50:00,Store,4.0
209,42,,2025-12-14 12:19:00,Online,
210,146,4.0,2024-02-02 10:25:00,Store,
211,237,4.0,2024-02-27 19:00:00,Store,
212,170,1.0,2025-03-20 19:50:00,Store,
213,245,,2024-02-13 12:13:00,Online,
214,39,,2025-05-01 13:02:00,Online,
215,17,3.0,2024-10-14 17:36:00,Store,
216,48,,2024-01-17 12:37:00,Online,
217,40,5.0,2025-12-30 15:59:00,Store,8.0
218,197,,2025-11-24 17:21:00,Online,7.0
219,28,2.0,2025-05-27 20:22:00,Store,
220,246,5.0,2024-03-18 14:38:00,Store,1.0
221,285,,2024-01-31 19:17:00,Online,
222,284,,2025-05-17 12:22:00,Online,
223,300,,2025-03-18 11:43:00,Online,5.0
224,43,4.0,2024-09-09 20:04:00,Store,
225,79,,2025-12-29 21:40:00,Online,8.0
226,132,3.0,2024-04-03 09:19:00,Store,
227,107,5.0,2024-04-14 11:05:00,Store,
228,53,3.0,2025-07-22 17:26:00,Store,
229,167,,2025-09-03 18:50:00,Online,
230,152,,2024-01-13 13:26:00,Online,
231,267,4.0,2025-07-26 12:36:00,Store,6.0
232,75,4.0,2024-11-04 13:31:00,Store,
233,248,,2024-10-09 15:19:00,Online,
234,254,2.0,2025-01-04 13:15:00,Store,
235,156,4.0,2025-04-13 10:08:00,Store,
236,169,4.0,2024-12-06 18:24:00,Store,
237,154,2.0,2025-10-28 18:08:00,Store,
238,204,,2025-05-05 14:11:00,Online,
239,252,,2024-10-25 20:44:00,Online,
240,144,,2024-09-05 14:24:00,Online,
241,289,5.0,2025-02-06 14:07:00,Store,
242,282,4.0,2024-07-03 19:49:00,Store,
243,150,,2024-08-02 16:51:00,Online,
244,128,,2024-03-11 21:50:00,Online,1.0
245,79,,2024-09-04 13:42:00,Online,
246,246,5.0,2025-01-21 10:28:00,Store,
247,279,3.0,2025-06-02 20:26:00,Store,
248,44,2.0,2025-12-19 21:34:00,Store,
249,23,4.0,2024-12-29 11:41:00,Store,
250,55,3.0,2024-12-05 21:27:00,Store,
251,266,5.0,2024-08-15 17:47:00,Store,
252,201,5.0,2024-08-14 16:23:00,Store,
253,177,,2025-12-08 17:09:00,Online,
254,213,,2025-05-09 10:18:00,Online,
255,291,,2024-03-28 10:53:00,Online,1.0
256,267,4.0,2025-04-11 21:13:00,Store,
257,216,1.0,2024-04-09 16:46:00,Store,
258,59,3.0,2024-11-03 09:51:00,Store,
259,85,,2025-10-25 10:43:00,Online,
260,283,5.0,2024-09-06 17:11:00,Store,
261,208,2.0,2025-03-12 16:14:00,Store,
262,102,4.0,2025-03-18 15:01:00,Store,5.0
263,33,5.0,2024-07-29 13:48:00,Store,2.0
264,135,,2024-07-20 16:07:00,Online,2.0
265,201,3.0,2025-09-03 15:39:00,Store,
266,89,,2024-12-26 16:39:00,Online,
267,44,,2024-10-31 18:37:00,Online,
268,157,3.0,2024-11-16 10:15:00,Store,
269,199,2.0,2025-12-11 11:32:00,Store,
270,276,,2025-03-09 11:31:00,Online,
271,253,2.0,2024-06-26 17:10:00,Store,
272,28,,2024-11-18 16:39:00,Online,
273,71,,2024-01-10 16:08:00,Online,
274,254,4.0,2025-07-29 17:41:00,Store,6.0
275,290,2.0,2025-05-15 11:05:00,Store,
276,116,2.0,2024-10-26 09:17:00,Store,
277,254,1.0,2025-04-13 18:47:00,Store,
278,279,,2025-08-09 10:17:00,Online,
279,22,,2025-01-10 17:52:00,Online,
280,218,2.0,2025-03-27 17:13:00,Store,5.0
281,45,1.0,2025-04-05 13:22:00,Store,
282,180,,2024-08-30 12:51:00,Online,
283,85,2.0,2025-09-16 19:27:00,Store,
284,292,3.0,2024-07-30 21:03:00,Store,
285,153,3.0,2024-06-21 14:45:00,Store,
286,49,4.0,2025-06-10 19:52:00,Store,
287,221,2.0,2024-03-01 13:55:00,Store,1.0
288,202,5.0,2024-09-10 21:53:00,Store,
289,213,1.0,2025-10-09 13:40:00,Store,
290,48,3.0,2025-10-10 21:56:00,Store,
291,250,1.0,2025-12-12 14:29:00,Store,
292,195,,2024-04-05 20:29:00,Online,
293,274,4.0,2025-01-01 10:50:00,Store,
294,166,,2024-08-04 16:17:00,Online,
295,67,4.0,2024-12-11 17:36:00,Store,
296,24,4.0,2025-11-29 21:03:00,Store,7.0
297,220,2.0,2025-03-27 16:00:00,Store,
298,141,3.0,2024-11-05 11:55:00,Store,
299,85,3.0,2024-09-13 10:23:00,Store,
300,220,,2025-12-17 21:14:00,Online,
301,25,2.0,2024-01-02 12:30:00,Store,
302,5,3.0,2025-06-15 19:28:00,Store,
303,76,2.0,2024-05-03 15:44:00,Store,
304,53,3.0,2025-01-27 10:46:00,Store,
305,69,2.0,2024-11-02 11:24:00,Store,
306,3,2.0,2024-03-11 17:36:00,Store,1.0
307,211,4.0,2025-10-05 20:09:00,Store,
308,52,1.0,2024-08-10 10:57:00,Store,
309,180,,2025-08-26 20:24:00,Online,
310,127,1.0,2024-11-18 21:08:00,Store,
311,146,,2024-09-11 17:38:00,Online,
312,155,5.0,2025-12-08 09:54:00,Store,
313,201,1.0,2025-06-05 12:47:00,Store,
314,58,5.0,2024-09-02 16:24:00,Store,
315,4,,2024-03-13 17:56:00,Online,
316,237,2.0,2024-05-15 15:55:00,Store,
317,9,1.0,2025-04-27 21:04:00,Store,
318,31,,2024-09-25 12:02:00,Online,
319,257,,2025-02-11 17:18:00,Online,
320,43,5.0,2025-03-09 20:25:00,Store,
321,41,2.0,2024-10-11 10:19:00,Store,
322,211,1.0,2024-06-08 17:20:00,Store,
323,123,1.0,2024-11-13 20:27:00,Store,
324,29,2.0,2025-03-20 10:29:00,Store,5.0
325,255,,2025-12-19 09:10:00,Online,8.0
326,141,,2024-06-19 14:08:00,Online,
327,16,4.0,2024-04-30 21:57:00,Store,
328,135,,2024-10-05 17:04:00,Online,
329,255,3.0,2025-08-13 19:04:00,Store,
330,195,2.0,2024-02-26 16:54:00,Store,
331,294,,2024-09-18 21:06:00,Online,
332,294,1.0,2024-04-28 12:47:00,Store,
333,187,2.0,2024-09-07 09:30:00,Store,
334,215,2.0,2024-07-02 09:35:00,Store,2.0
335,191,1.0,2024-10-04 10:36:00,Store,
336,265,,2024-07-02 12:51:00,Online,
337,87,,2024-03-11 16:55:00,Online,1.0
338,189,5.0,2025-07-20 16:00:00,Store,
339,189,4.0,2025-09-29 12:29:00,Store,
340,280,,2024-07-19 20:57:00,Online,2.0
341,278,1.0,2025-02-23 09:14:00,Store,
342,193,,2024-12-09 09:48:00,Online,
343,272,,2024-11-10 10:13:00,Online,
344,73,,2025-03-05 16:03:00,Online,5.0
345,191,1.0,2025-06-16 15:44:00,Store,
346,69,4.0,2025-08-17 10:32:00,Store,
347,17,2.0,2024-03-17 18:36:00,Store,1.0
348,168,3.0,2024-11-18 21:25:00,Store,
349,70,,2024-08-27 10:12:00,Online,
350,55,4.0,2025-08-21 10:09:00,Store,
351,275,2.0,2024-11-17 15:07:00,Store,
352,136,,2025-04-07 13:29:00,Online,
353,215,5.0,2024-04-02 11:51:00,Store,
354,116,2.0,2024-02-11 12:53:00,Store,
355,26,,2024-12-30 15:32:00,Online,4.0
356,170,5.0,2024-02-01 15:54:00,Store,
357,53,,2024-09-12 10:29:00,Online,
358,35,,2024-05-23 10:00:00,Online,
359,206,1.0,2024-08-15 11:12:00,Store,
360,39,1.0,2025-08-19 18:16:00,Store,
361,66,3.0,2024-07-21 19:28:00,Store,2.0
362,197,4.0,2024-02-21 11:59:00,Store,
363,219,2.0,2025-05-23 09:24:00,Store,
364,229,,2024-07-10 13:17:00,Online,2.0
365,211,,2025-10-24 13:31:00,Online,
366,144,4.0,2025-05-05 09:05:00,Store,
367,270,5.0,2024-07-23 19:56:00,Store,
368,184,4.0,2025-01-26 21:45:00,Store,
369,165,2.0,2024-12-18 18:32:00,Store,4.0
370,102,4.0,2024-01-31 21:49:00,Store,
371,300,,2025-06-26 14:49:00,Online,
372,130,1.0,2024-06-12 10:15:00,Store,
373,199,2.0,2024-08-12 18:54:00,Store,
374,164,,2024-06-29 12:37:00,Online,
375,15,,2025-12-15 14:58:00,Online,8.0
376,253,2.0,2025-07-30 12:53:00,Store,6.0
377,71,4.0,2024-02-27 12:38:00,Store,
378,234,2.0,2024-01-01 14:58:00,Store,
379,166,2.0,2024-12-14 20:11:00,Store,
380,289,,2024-05-25 21:07:00,Online,
381,217,1.0,2024-03-15 14:45:00,Store,1.0
382,244,,2024-05-19 11:46:00,Online,
383,90,,2025-05-13 19:20:00,Online,
384,183,5.0,2025-07-29 20:56:00,Store,
385,151,1.0,2025-01-22 13:46:00,Store,
386,291,5.0,2025-12-19 18:25:00,Store,8.0
387,255,1.0,2025-10-16 18:06:00,Store,
388,86,1.0,2024-08-31 14:20:00,Store,
389,172,3.0,2025-12-26 19:40:00,Store,8.0
390,56,,2024-12-24 13:50:00,Online,4.0
391,212,4.0,2025-03-05 11:56:00,Store,5.0
392,132,1.0,2024-04-13 16:50:00,Store,
393,116,1.0,2024-02-04 13:01:00,Store,
394,282,1.0,2024-03-16 14:10:00,Store,1.0
395,248,,2024-12-12 18:39:00,Online,4.0
396,28,2.0,2025-09-13 15:10:00,Store,
397,284,,2024-07-13 15:44:00,Online,
398,153,1.0,2024-09-28 19:18:00,Store,
399,252,3.0,2025-02-06 18:35:00,Store,
400,114,,2024-01-04 15:05:00,Online,
401,103,2.0,2025-10-02 18:30:00,Store,
402,44,1.0,2024-06-23 19:18:00,Store,
403,242,3.0,2024-11-11 21:25:00,Store,
404,114,4.0,2024-04-03 19:34:00,Store,
405,23,4.0,2025-01-13 11:28:00,Store,
406,138,2.0,2024-09-26 12:53:00,Store,
407,44,,2025-12-14 19:06:00,Online,
408,117,4.0,2025-02-27 21:37:00,Store,
409,244,2.0,2025-06-19 15:34:00,Store,
410,203,,2025-05-02 13:05:00,Online,
411,189,,2024-02-05 17:36:00,Online,
412,62,,2025-11-24 18:09:00,Online,7.0
413,65,1.0,2024-08-04 21:12:00,Store,
414,76,,2025-11-30 15:12:00,Online,7.0
415,117,3.0,2024-03-30 15:35:00,Store,1.0
416,268,,2025-12-18 18:37:00,Online,8.0
417,57,,2024-05-31 18:37:00,Online,
418,147,,2025-07-30 21:06:00,Online,
419,249,4.0,2025-02-24 13:24:00,Store,
420,151,5.0,2024-02-08 11:17:00,Store,
421,20,3.0,2025-11-28 20:25:00,Store,
422,87,,2024-02-20 20:30:00,Online,
423,291,3.0,2024-01-21 14:52:00,Store,
424,51,,2025-05-18 20:43:00,Online,
425,227,,2024-08-21 11:19:00,Online,
426,214,1.0,2024-11-24 13:46:00,Store,3.0
427,265,,2025-02-20 20:31:00,Online,
428,52,5.0,2024-02-27 17:50:00,Store,
429,269,,2025-02-17 11:49:00,Online,
430,71,,2024-01-30 11:12:00,Online,
431,26,,2024-09-12 09:29:00,Online,
432,189,,2025-12-22 12:17:00,Online,8.0
433,191,4.0,2025-11-28 09:15:00,Store,7.0
434,177,3.0,2025-08-23 17:22:00,Store,
435,15,2.0,2025-12-06 10:18:00,Store,
436,114,2.0,2025-08-08 21:13:00,Store,
437,263,1.0,2024-10-02 19:26:00,Store,
438,89,1.0,2025-04-30 11:41:00,Store,
439,157,,2024-08-17 13:38:00,Online,
440,217,,2025-12-27 19:17:00,Online,
441,239,5.0,2025-04-15 13:13:00,Store,
442,53,3.0,2025-09-30 15:37:00,Store,
443,145,1.0,2025-07-28 19:38:00,Store,6.0
444,142,3.0,2024-10-10 19:20:00,Store,
445,124,,2024-07-11 11:33:00,Online,
446,164,,2025-09-06 15:42:00,Online,
447,108,4.0,2024-01-27 19:31:00,Store,
448,19,5.0,2025-02-18 15:47:00,Store,
449,114,,2024-07-13 14:46:00,Online,
450,260,2.0,2025-05-02 19:22:00,Store,
451,151,2.0,2025-11-04 17:11:00,Store,
452,287,,2024-09-21 20:51:00,Online,
453,172,,2024-07-06 19:57:00,Online,2.0
454,170,5.0,2024-11-10 15:50:00,Store,
455,61,5.0,2024-10-28 16:54:00,Store,
456,242,,2025-08-17 18:04:00,Online,
457,196,4.0,2025-05-27 10:55:00,Store,
458,66,5.0,2024-02-25 11:08:00,Store,
459,93,,2025-04-13 11:20:00,Online,
460,91,1.0,2025-05-14 14:40:00,Store,
461,75,,2024-01-05 16:17:00,Online,
462,84,1.0,2024-06-21 18:48:00,Store,
463,241,4.0,2024-05-12 18:27:00,Store,
464,274,3.0,2025-01-27 09:02:00,Store,
465,198,1.0,2024-01-15 14:48:00,Store,
466,116,,2025-10-03 20:15:00,Online,
467,53,5.0,2024-12-18 13:08:00,Store,4.0
468,161,,2024-02-16 13:18:00,Online,
469,223,,2025-09-02 17:21:00,Online,
470,273,2.0,2024-05-17 14:57:00,Store,
471,10,2.0,2024-06-17 21:25:00,Store,
472,259,3.0,2024-08-04 20:01:00,Store,
473,20,3.0,2025-12-29 19:50:00,Store,
474,25,,2025-09-30 09:38:00,Online,
475,60,4.0,2025-10-31 09:03:00,Store,
476,271,,2024-05-06 17:16:00,Online,
477,5,1.0,2024-07-29 20:43:00,Store,
478,71,1.0,2024-10-03 18:38:00,Store,
479,61,1.0,2025-06-07 20:39:00,Store,
480,103,,2025-05-24 12:38:00,Online,
481,210,1.0,2025-06-19 12:22:00,Store,
482,107,,2025-07-15 16:58:00,Online,6.0
483,31,,2024-01-03 09:42:00,Online,
484,77,,2025-08-10 19:31:00,Online,
485,52,,2025-06-07 10:46:00,Online,
486,152,1.0,2025-10-21 12:29:00,Store,
487,22,,2024-04-12 11:55:00,Online,
488,161,1.0,2025-01-03 21:43:00,Store,
489,12,2.0,2024-04-07 21:56:00,Store,
490,169,4.0,2025-11-10 19:10:00,Store,
491,48,3.0,2025-09-28 13:56:00,Store,
492,205,,2024-07-06 10:25:00,Online,2.0
493,216,2.0,2025-12-07 16:51:00,Store,
494,34,,2024-04-25 11:44:00,Online,
495,258,,2024-06-12 10:26:00,Online,
496,195,,2025-11-25 16:11:00,Online,
497,67,4.0,2025-12-01 20:57:00,Store,
498,25,3.0,2024-04-25 15:28:00,Store,
499,254,5.0,2024-01-13 20:55:00,Store,
500,174,5.0,2025-08-01 12:42:00,Store,
501,225,3.0,2024-04-07 15:42:00,Store,
502,198,5.0,2025-11-10 19:41:00,Store,
503,81,4.0,2025-09-19 09:00:00,Store,
504,252,3.0,2025-05-22 11:04:00,Store,
505,115,4.0,2024-10-11 09:32:00,Store,
506,236,5.0,2025-02-16 12:05:00,Store,
507,256,1.0,2025-04-03 10:54:00,Store,
508,10,4.0,2025-05-24 20:41:00,Store,
509,1,,2024-02-06 17:35:00,Online,
510,156,,2025-09-10 18:40:00,Online,
511,234,,2025-07-29 12:41:00,Online,6.0
512,287,,2024-08-16 16:21:00,Online,
513,187,,2025-09-06 16:45:00,Online,
514,127,3.0,2024-04-26 10:48:00,Store,
515,281,1.0,2025-10-10 21:18:00,Store,
516,44,,2024-02-16 11:31:00,Online,
517,101,4.0,2025-02-23 10:16:00,Store,
518,98,,2024-08-08 16:52:00,Online,
519,25,,2024-04-20 21:26:00,Online,
520,231,5.0,2025-11-19 18:07:00,Store,
521,3,1.0,2025-05-31 11:31:00,Store,
522,300,5.0,2025-07-20 15:53:00,Store,
523,89,,2024-06-30 20:37:00,Online,
524,182,4.0,2024-05-11 10:24:00,Store,
525,128,3.0,2025-03-04 18:58:00,Store,
526,71,5.0,2025-04-08 21:08:00,Store,
527,161,,2024-11-02 20:35:00,Online,
528,103,3.0,2025-07-20 19:13:00,Store,
529,92,3.0,2025-11-19 11:45:00,Store,
530,181,5.0,2025-12-28 10:48:00,Store,
531,274,4.0,2025-11-14 20:26:00,Store,
532,7,1.0,2024-01-14 17:06:00,Store,
533,137,,2025-11-17 09:12:00,Online,
534,134,1.0,2024-06-13 13:43:00,Store,
535,105,,2025-12-08 21:18:00,Online,
536,170,5.0,2024-02-03 14:52:00,Store,
537,288,5.0,2024-08-17 20:41:00,Store,
538,25,,2025-12-13 13:44:00,Online,8.0
539,129,4.0,2025-07-19 09:00:00,Store,
540,189,,2025-10-10 20:45:00,Online,
541,101,,2025-07-13 20:38:00,Online,
542,39,2.0,2024-10-28 16:11:00,Store,
543,21,5.0,2025-06-10 10:24:00,Store,
544,300,,2024-09-27 11:10:00,Online,
545,267,,2024-01-06 14:29:00,Online,
546,115,5.0,2024-02-10 11:59:00,Store,
547,294,1.0,2025-11-08 13:31:00,Store,
548,113,,2025-12-25 14:33:00,Online,8.0
549,207,2.0,2025-03-01 17:34:00,Store,
550,185,5.0,2025-11-10 14:21:00,Store,
551,5,3.0,2025-06-27 16:35:00,Store,
552,125,,2025-04-01 12:57:00,Online,
553,59,5.0,2025-11-29 14:24:00,Store,
554,282,5.0,2024-01-26 17:52:00,Store,
555,152,,2025-04-01 16:02:00,Online,
556,43,,2024-07-16 14:32:00,Online,2.0
557,110,,2025-10-03 10:13:00,Online,
558,276,,2025-03-10 10:13:00,Online,
559,37,,2025-03-21 19:52:00,Online,5.0
560,38,3.0,2024-12-05 09:05:00,Store,
561,117,,2025-07-25 10:36:00,Online,6.0
562,162,1.0,2025-10-07 15:27:00,Store,
563,33,,2025-07-01 09:41:00,Online,
564,258,3.0,2025-12-18 10:22:00,Store,
565,225,1.0,2024-10-15 21:59:00,Store,
566,113,4.0,2025-04-30 11:34:00,Store,
567,74,3.0,2025-07-12 13:40:00,Store,
568,215,1.0,2024-01-12 17:55:00,Store,
569,156,1.0,2024-01-06 18:38:00,Store,
570,177,5.0,2024-11-08 12:47:00,Store,
571,124,3.0,2024-05-25 11:11:00,Store,
